username,content,like_count,retweet_count,location,year,tweets,location_cleaned,tokens,tokens_cleaned,polarity_score
SanguDelle,I AM SO PROUD OF @mPharmaHealth !!! Helping build this company as its 1st investor &amp; a Director has been one of the most rewarding &amp; fulfilling experiences of my life - a testament to the promise of our generation. The best is yet to come and I can’t wait for the future! Onwards!,38,8,"""""",2019,I AM SO PROUD OF   Helping build this company as its 1st investor amp a Director has been one of the most rewarding amp fulfilling experiences of my life  a testament to the promise of our generation The best is yet to come and I cant wait for the future Onwards,"""""","['I', 'AM', 'SO', 'PROUD', 'OF', 'Helping', 'build', 'this', 'company', 'as', 'its', '1st', 'investor', 'amp', 'a', 'Director', 'has', 'been', 'one', 'of', 'the', 'most', 'rewarding', 'amp', 'fulfilling', 'experiences', 'of', 'my', 'life', 'a', 'testament', 'to', 'the', 'promise', 'of', 'our', 'generation', 'The', 'best', 'is', 'yet', 'to', 'come', 'and', 'I', 'cant', 'wait', 'for', 'the', 'future', 'Onwards']",PROUD Helping build company 1st investor amp Director one rewarding amp fulfilling experiences life testament promise generation best yet come cant wait future Onwards,0.575
GoldenPalmVC,"Congratulations to our portfolio company, @mPharmaHealth for being named one of the recipients of the 2019 @SkollFoundation Awards. We are proud of the @mPharmaHealth team and its leadership under @Rockson2. #socialimpact #SocialEnteprenuership #HealthcareForAll #PanAfrican",3,2,Africa / New York City ,2019,Congratulations to our portfolio company  for being named one of the recipients of the 2019  Awards We are proud of the  team and its leadership under     ,Africa / New York City ,"['Congratulations', 'to', 'our', 'portfolio', 'company', 'for', 'being', 'named', 'one', 'of', 'the', 'recipients', 'of', 'the', '2019', 'Awards', 'We', 'are', 'proud', 'of', 'the', 'team', 'and', 'its', 'leadership', 'under']",Congratulations portfolio company named one recipients 2019 Awards proud team leadership,0.8
SkollFoundation,"From protecting vulnerable individuals to providing new opportunities for young people, the 2019 Skoll Awardees have demonstrated how to spark transformative change. Meet @CrisisTextLine @Harambee4Work @mPharmaHealth @Goldkeys and @thorn: https://t.co/2FVW7Bg9na",92,55,Palo Alto,2019,From protecting vulnerable individuals to providing new opportunities for young people the 2019 Skoll Awardees have demonstrated how to spark transformative change Meet     and  ,Palo Alto,"['From', 'protecting', 'vulnerable', 'individuals', 'to', 'providing', 'new', 'opportunities', 'for', 'young', 'people', 'the', '2019', 'Skoll', 'Awardees', 'have', 'demonstrated', 'how', 'to', 'spark', 'transformative', 'change', 'Meet', 'and']",protecting vulnerable individuals providing new opportunities young people 2019 Skoll Awardees demonstrated spark transformative change Meet,-0.08787878787878789
SkollFoundation,The Skoll Awards are awarded to social entrepreneurs who are breaking new ground in the world’s most pressing issues. We are so thrilled to announce this year’s winners @CrisisTextLine @Harambee4Work @Goldkeys @mPharmaHealth @thorn! https://t.co/LVUOIfj9NA,58,22,Palo Alto,2019,The Skoll Awards are awarded to social entrepreneurs who are breaking new ground in the worlds most pressing issues We are so thrilled to announce this years winners      ,Palo Alto,"['The', 'Skoll', 'Awards', 'are', 'awarded', 'to', 'social', 'entrepreneurs', 'who', 'are', 'breaking', 'new', 'ground', 'in', 'the', 'worlds', 'most', 'pressing', 'issues', 'We', 'are', 'so', 'thrilled', 'to', 'announce', 'this', 'years', 'winners']",Skoll Awards awarded social entrepreneurs breaking new ground worlds pressing issues thrilled announce years winners,0.25656565656565655
hsherman,"""Ghanaian startup @mPharmaHealth is buying Kenya’s second-largest pharmacy chain"" via @qzafrica https://t.co/of6PwY6Qpo h/t @TechCabal https://t.co/D9ylFHth3T",0,0,"""""",2019,Ghanaian startup  is buying Kenyas secondlargest pharmacy chain via   ht  ,"""""","['Ghanaian', 'startup', 'is', 'buying', 'Kenyas', 'secondlargest', 'pharmacy', 'chain', 'via', 'ht']",Ghanaian startup buying Kenyas secondlargest pharmacy chain via ht,0.0
emakakalala,"Big deal for the ecosystem!
 
This six-year old Ghanaian startup that manages prescription drug inventory for pharmacies and their suppliers just bought Kenya’s second-largest pharmacy chain. Pongezi sana @mPharmaHealth team! https://t.co/Wj0QzFA0cK",1,0,"Nairobi, Kenya",2019,"Big deal for the ecosystem
 
This sixyear old Ghanaian startup that manages prescription drug inventory for pharmacies and their suppliers just bought Kenyas secondlargest pharmacy chain Pongezi sana  team ","Nairobi, Kenya","['Big', 'deal', 'for', 'the', 'ecosystem', 'This', 'sixyear', 'old', 'Ghanaian', 'startup', 'that', 'manages', 'prescription', 'drug', 'inventory', 'for', 'pharmacies', 'and', 'their', 'suppliers', 'just', 'bought', 'Kenyas', 'secondlargest', 'pharmacy', 'chain', 'Pongezi', 'sana', 'team']",Big deal ecosystem sixyear old Ghanaian startup manages prescription drug inventory pharmacies suppliers bought Kenyas secondlargest pharmacy chain Pongezi sana team,0.05
SobekCapital,Ghanaian tycoon in Sh500m buyout of Haltons https://t.co/W4fgoFRz19 via @dailynation @mPharmaHealth @HaltonsCares @FanisiCapital,1,1,"London, England & Rwanda",2019,Ghanaian tycoon in Sh500m buyout of Haltons  via    ,"London, England & Rwanda","['Ghanaian', 'tycoon', 'in', 'Sh500m', 'buyout', 'of', 'Haltons', 'via']",Ghanaian tycoon Sh500m buyout Haltons via,0.0
AfricaBiz2020,"Ghana's @mPharmaHealth buys #Kenya’s second-largest pharmacy chain @HaltonsCares, allowing the #startup to enter the #EastAfrica regional market for the first time.⁦ https://t.co/IdHae8gk06 via @qzafrica 

#Africatech #VentureCapital #Healthtech https://t.co/RW9nFPwUI3",5,1,London/Accra,2019,"Ghanas  buys s secondlargest pharmacy chain  allowing the  to enter the  regional market for the first time  via  

   ",London/Accra,"['Ghanas', 'buys', 's', 'secondlargest', 'pharmacy', 'chain', 'allowing', 'the', 'to', 'enter', 'the', 'regional', 'market', 'for', 'the', 'first', 'time', 'via']",Ghanas buys secondlargest pharmacy chain allowing enter regional market first time via,0.25
weetracker,"Meet the startup which acquired a company!

@mPharmaHealth to buy @HaltonsCares ⚕️ Read about the deal ↓

https://t.co/VYMugwhq7Q",1,0,Africa,2019,"Meet the startup which acquired a company

 to buy   Read about the deal 

",Africa,"['Meet', 'the', 'startup', 'which', 'acquired', 'a', 'company', 'to', 'buy', 'Read', 'about', 'the', 'deal']",Meet startup acquired company buy Read deal,0.0
Techpointdotng,"Ghanaian-based health startup, @mPharmaHealth to buy Kenya's second largest pharmacy chain https://t.co/OupBedClOo",4,3,Africa,2019,Ghanaianbased health startup  to buy Kenyas second largest pharmacy chain ,Africa,"['Ghanaianbased', 'health', 'startup', 'to', 'buy', 'Kenyas', 'second', 'largest', 'pharmacy', 'chain']",Ghanaianbased health startup buy Kenyas second largest pharmacy chain,0.0
KaufmanR,"Ghanaian startup &amp; partner of @IFRCAfrica &amp; @ZrcsRed, @mPharmaHealth buys Kenya’s 2nd-largest pharmacy chain. CEO @Rockson2 says he hopes to improve efficiency &amp; quality control in sales of medicines in Africa to ""encourage lower margins and pass the savings on to the customers.”",4,1,Nairobi,2019,Ghanaian startup amp partner of  amp   buys Kenyas 2ndlargest pharmacy chain CEO  says he hopes to improve efficiency amp quality control in sales of medicines in Africa to encourage lower margins and pass the savings on to the customers,Nairobi,"['Ghanaian', 'startup', 'amp', 'partner', 'of', 'amp', 'buys', 'Kenyas', '2ndlargest', 'pharmacy', 'chain', 'CEO', 'says', 'he', 'hopes', 'to', 'improve', 'efficiency', 'amp', 'quality', 'control', 'in', 'sales', 'of', 'medicines', 'in', 'Africa', 'to', 'encourage', 'lower', 'margins', 'and', 'pass', 'the', 'savings', 'on', 'to', 'the', 'customers']",Ghanaian startup amp partner amp buys Kenyas 2ndlargest pharmacy chain CEO says hopes improve efficiency amp quality control sales medicines Africa encourage lower margins pass savings customers,0.0
morgancheatham,Incredibly proud of @Rockson2 and the @mPharmaHealth team on the recent acquisition. A major step forward in making medicine accessible and affordable in West Africa. #pharmacy #pharmaIT #healthIT https://t.co/JD24jaH8Jn,1,0,Brooklyn,2019,Incredibly proud of  and the  team on the recent acquisition A major step forward in making medicine accessible and affordable in West Africa    ,Brooklyn,"['Incredibly', 'proud', 'of', 'and', 'the', 'team', 'on', 'the', 'recent', 'acquisition', 'A', 'major', 'step', 'forward', 'in', 'making', 'medicine', 'accessible', 'and', 'affordable', 'in', 'West', 'Africa']",Incredibly proud team recent acquisition major step forward making medicine accessible affordable West Africa,0.309375
MESTAfrica,Congratulations to #MESTNairobi resident @mPharmaHealth on acquiring Haltons! Big step for the #healthtech and #startup ecosystem in #Africa. via @qzafrica https://t.co/EXUy4Jfhyi https://t.co/0i7mePBKZL,8,5,"GH, NG, KE, ZA, CI",2019,Congratulations to  resident  on acquiring Haltons Big step for the  and  ecosystem in  via   ,"GH, NG, KE, ZA, CI","['Congratulations', 'to', 'resident', 'on', 'acquiring', 'Haltons', 'Big', 'step', 'for', 'the', 'and', 'ecosystem', 'in', 'via']",Congratulations resident acquiring Haltons Big step ecosystem via,0.0
a_ok10,👏🏾🙌🏾 @mPharmaHealth rising!!,4,0,"""""",2019,  rising,"""""",['rising'],rising,0.0
abjel_Ltd,Congratulations are in order ⁦@mPharmaHealth &amp; ⁦@Rockson2⁩ 🍾🍾🥂: #Ghana's mPharma buys Kenya pharmacy Haltons — Quartz Africa https://t.co/albLb34Pfk,1,0,Global,2019,Congratulations are in order  amp   s mPharma buys Kenya pharmacy Haltons  Quartz Africa ,Global,"['Congratulations', 'are', 'in', 'order', 'amp', 's', 'mPharma', 'buys', 'Kenya', 'pharmacy', 'Haltons', 'Quartz', 'Africa']",Congratulations order amp mPharma buys Kenya pharmacy Haltons Quartz Africa,0.0
thekarmaimpact,"Digital health platform @xealthinc lands $11M, @mPharmaHealth buys Kenyan pharmacy chain @HaltonsCares, and @AtaiLife cements the largest round ever for a psychedelic drug developer. 

Subscribe and stay ahead with the latest Healthcare deal activity: https://t.co/X9jCWSeLcU https://t.co/N95HUXgcYI",1,0,"""""",2019,"Digital health platform  lands 11M  buys Kenyan pharmacy chain  and  cements the largest round ever for a psychedelic drug developer 

Subscribe and stay ahead with the latest Healthcare deal activity  ","""""","['Digital', 'health', 'platform', 'lands', '11M', 'buys', 'Kenyan', 'pharmacy', 'chain', 'and', 'cements', 'the', 'largest', 'round', 'ever', 'for', 'a', 'psychedelic', 'drug', 'developer', 'Subscribe', 'and', 'stay', 'ahead', 'with', 'the', 'latest', 'Healthcare', 'deal', 'activity']",Digital health platform lands 11M buys Kenyan pharmacy chain cements largest round ever psychedelic drug developer Subscribe stay ahead latest Healthcare deal activity,0.09999999999999999
Prof_Yadav_SCM,"mPharma is buying Haltons, Kenya’s second-largest pharmacy chain. The pharmacy retail &amp; distribution sector in East Africa, Ghana &amp; Nigeria benefits from consolidation, new technology &amp; contemporary #supplychain practices. 
@Rockson2 @mPharmaHealth 
https://t.co/bZMhN7lybL",12,8,"Washington, DC & Fontainebleau",2019,"mPharma is buying Haltons Kenyas secondlargest pharmacy chain The pharmacy retail amp distribution sector in East Africa Ghana amp Nigeria benefits from consolidation new technology amp contemporary  practices 
  
","Washington, DC & Fontainebleau","['mPharma', 'is', 'buying', 'Haltons', 'Kenyas', 'secondlargest', 'pharmacy', 'chain', 'The', 'pharmacy', 'retail', 'amp', 'distribution', 'sector', 'in', 'East', 'Africa', 'Ghana', 'amp', 'Nigeria', 'benefits', 'from', 'consolidation', 'new', 'technology', 'amp', 'contemporary', 'practices']",mPharma buying Haltons Kenyas secondlargest pharmacy chain pharmacy retail amp distribution sector East Africa Ghana amp Nigeria benefits consolidation new technology amp contemporary practices,0.1515151515151515
Abocco,"A lot of good news today!

#MorevimNews!

After securing over $21.3M already &amp; working on another round, #Ghanaian startup #mPharma is buying #Kenya’s second-largest pharmacy chain!

#Morevim @mPharmaHealth!

https://t.co/xSJs9z5PzV via @qzafrica",5,2,"Accra, Ghana",2019,"A lot of good news today



After securing over 213M already amp working on another round  startup  is buying s secondlargest pharmacy chain

 

 via ","Accra, Ghana","['A', 'lot', 'of', 'good', 'news', 'today', 'After', 'securing', 'over', '213M', 'already', 'amp', 'working', 'on', 'another', 'round', 'startup', 'is', 'buying', 's', 'secondlargest', 'pharmacy', 'chain', 'via']",lot good news today securing 213M already amp working another round startup buying secondlargest pharmacy chain via,0.24999999999999997
em2wice,.#Ghanaian startup @mPharmaHealth is buying #Kenya’s second-largest pharmacy chain https://t.co/2Bn4BrvZSH via @qzafrica,0,0,"Hard Rock , Soft Place",2019, startup  is buying s secondlargest pharmacy chain  via ,"Hard Rock , Soft Place","['startup', 'is', 'buying', 's', 'secondlargest', 'pharmacy', 'chain', 'via']",startup buying secondlargest pharmacy chain via,0.0
omo_lov,"Insights on the use of Antibiotics in Ghana, Nigeria, Zambia and Zimbabwe. Great to see work in the area by @mPharmaHealth. There's a big gap in the area and this is much needed to inform and create evidence based solutions.
https://t.co/ebwSDLoCOc

#antibiotics #AMRactionNG",3,0,"Abuja, Nigeria",2019,"Insights on the use of Antibiotics in Ghana Nigeria Zambia and Zimbabwe Great to see work in the area by  Theres a big gap in the area and this is much needed to inform and create evidence based solutions


 ","Abuja, Nigeria","['Insights', 'on', 'the', 'use', 'of', 'Antibiotics', 'in', 'Ghana', 'Nigeria', 'Zambia', 'and', 'Zimbabwe', 'Great', 'to', 'see', 'work', 'in', 'the', 'area', 'by', 'Theres', 'a', 'big', 'gap', 'in', 'the', 'area', 'and', 'this', 'is', 'much', 'needed', 'to', 'inform', 'and', 'create', 'evidence', 'based', 'solutions']",Insights use Antibiotics Ghana Nigeria Zambia Zimbabwe Great see work area Theres big gap area much needed inform create evidence based solutions,0.3333333333333333
GoldenPalmVC,We are thrilled to work with Dr. Daniel Vasella as the newest member of the @mPharmaHealth Board! Huge congrats to the team,2,1,Africa / New York City ,2019,We are thrilled to work with Dr Daniel Vasella as the newest member of the  Board Huge congrats to the team,Africa / New York City ,"['We', 'are', 'thrilled', 'to', 'work', 'with', 'Dr', 'Daniel', 'Vasella', 'as', 'the', 'newest', 'member', 'of', 'the', 'Board', 'Huge', 'congrats', 'to', 'the', 'team']",thrilled work Dr Daniel Vasella newest member Board Huge congrats team,0.5
a_ok10,"Fantastic news! Exciting times for @mPharmaHealth as Dr. Daniel Vasella, former Chairman and CEO of Novartis, joins the Board #socialimpact",3,0,"""""",2019,Fantastic news Exciting times for  as Dr Daniel Vasella former Chairman and CEO of Novartis joins the Board ,"""""","['Fantastic', 'news', 'Exciting', 'times', 'for', 'as', 'Dr', 'Daniel', 'Vasella', 'former', 'Chairman', 'and', 'CEO', 'of', 'Novartis', 'joins', 'the', 'Board']",Fantastic news Exciting times Dr Daniel Vasella former Chairman CEO Novartis joins Board,0.2333333333333333
BOnomesino,. @Rockson2 is taking @mPharmaHealth there... sooner than anyone can imagine! 🤞🏾,2,0,"""""",2019,  is taking  there sooner than anyone can imagine ,"""""","['is', 'taking', 'there', 'sooner', 'than', 'anyone', 'can', 'imagine']",taking sooner anyone imagine,0.0
MarketPro_Inc,Who are some of the top Millennial entrepreneurs predicted to re-shape the world we live in? Here are the ones to keep an eye on in 2019!  https://t.co/vaJlP3OqBh @BeeDowntown @jasonylee_  @EmilyWWeiss @RobinhoodApp @mPharmaHealth,1,1,"Atlanta, GA",2019,Who are some of the top Millennial entrepreneurs predicted to reshape the world we live in Here are the ones to keep an eye on in 2019        ,"Atlanta, GA","['Who', 'are', 'some', 'of', 'the', 'top', 'Millennial', 'entrepreneurs', 'predicted', 'to', 'reshape', 'the', 'world', 'we', 'live', 'in', 'Here', 'are', 'the', 'ones', 'to', 'keep', 'an', 'eye', 'on', 'in', '2019']",top Millennial entrepreneurs predicted reshape world live ones keep eye 2019,0.3181818181818182
Snowbadger,Met the guys from @mPharmaHealth yesterday – they’re doing incredible things with the supply of medicine and point of patient care in Africa – making it accessible and affordable https://t.co/STcaCY5pHz,1,0,London,2019,Met the guys from  yesterday  theyre doing incredible things with the supply of medicine and point of patient care in Africa  making it accessible and affordable ,London,"['Met', 'the', 'guys', 'from', 'yesterday', 'theyre', 'doing', 'incredible', 'things', 'with', 'the', 'supply', 'of', 'medicine', 'and', 'point', 'of', 'patient', 'care', 'in', 'Africa', 'making', 'it', 'accessible', 'and', 'affordable']",Met guys yesterday theyre incredible things supply medicine point patient care Africa making accessible affordable,0.6375
MacJordaN,"#ICYMI: Ghana-based @mPharmaHealth, whose mission is to make prescription drugs accessible and affordable, has secured $9.7 million in Series B funding. — https://t.co/Y9ZRhqPjJ2",1,0,🇬🇭 x 🇨🇦,2019, Ghanabased  whose mission is to make prescription drugs accessible and affordable has secured 97 million in Series B funding  , x ,"['Ghanabased', 'whose', 'mission', 'is', 'to', 'make', 'prescription', 'drugs', 'accessible', 'and', 'affordable', 'has', 'secured', '97', 'million', 'in', 'Series', 'B', 'funding']",Ghanabased whose mission make prescription drugs accessible affordable secured 97 million Series B funding,0.375
blossomacademy_,"Graduates of @comeblossom gain access to a network of equally accomplished peers, and companies like @Huawei @IBM and @Unilever. They learn from #DataScience professors from @DataCamp and @Columbia.

@MESTAfrica @ZindiAfrica @mPharmaHealth 

Apply Today!
https://t.co/JoDTqiUXNi https://t.co/jXwqcYjNYl",2,2,Ghana,2019,"Graduates of  gain access to a network of equally accomplished peers and companies like   and  They learn from  professors from  and 

   

Apply Today
 ",Ghana,"['Graduates', 'of', 'gain', 'access', 'to', 'a', 'network', 'of', 'equally', 'accomplished', 'peers', 'and', 'companies', 'like', 'and', 'They', 'learn', 'from', 'professors', 'from', 'and', 'Apply', 'Today']",Graduates gain access network equally accomplished peers companies like learn professors Apply Today,0.2
SanguDelle,"“Be demanding as a leader... but also be forgiving...without failure, you’ll risk mediocrity...make sure you celebrate the successes” - Dr. Vasella @HBSAlumni @mPharmaHealth @HarvardHBS @HarvardAlumni",12,2,"""""",2019,Be demanding as a leader but also be forgivingwithout failure youll risk mediocritymake sure you celebrate the successes  Dr Vasella    ,"""""","['Be', 'demanding', 'as', 'a', 'leader', 'but', 'also', 'be', 'forgivingwithout', 'failure', 'youll', 'risk', 'mediocritymake', 'sure', 'you', 'celebrate', 'the', 'successes', 'Dr', 'Vasella']",demanding leader also forgivingwithout failure youll risk mediocritymake sure celebrate successes Dr Vasella,0.09166666666666665
SanguDelle,“My greatest success ... is my family” - Dr. Vasella @mPharmaHealth @HarvardHBS @HarvardAlumni @HBSAlumni,1,1,"""""",2019,My greatest success  is my family  Dr Vasella    ,"""""","['My', 'greatest', 'success', 'is', 'my', 'family', 'Dr', 'Vasella']",greatest success family Dr Vasella,0.65
SanguDelle,"“People will respect you for your capabilities, but will love you for your weaknesses” - Dr. Vasella, citing anon quote, on importance of showing vulnerability as a leader  @mPharmaHealth @HarvardHBS @HBSAlumni @HarvardAlumni",3,1,"""""",2019,People will respect you for your capabilities but will love you for your weaknesses  Dr Vasella citing anon quote on importance of showing vulnerability as a leader     ,"""""","['People', 'will', 'respect', 'you', 'for', 'your', 'capabilities', 'but', 'will', 'love', 'you', 'for', 'your', 'weaknesses', 'Dr', 'Vasella', 'citing', 'anon', 'quote', 'on', 'importance', 'of', 'showing', 'vulnerability', 'as', 'a', 'leader']",People respect capabilities love weaknesses Dr Vasella citing anon quote importance showing vulnerability leader,0.5
SanguDelle,"Dr. Daniel Vasella, former Chairman &amp; CEO of @Novartis, in a discussion with us at @mPharmaHealth, shares his transformation as a student at @HarvardHBS @HBSAlumni and how it shaped him as a business leader.",4,1,"""""",2019,Dr Daniel Vasella former Chairman amp CEO of  in a discussion with us at  shares his transformation as a student at   and how it shaped him as a business leader,"""""","['Dr', 'Daniel', 'Vasella', 'former', 'Chairman', 'amp', 'CEO', 'of', 'in', 'a', 'discussion', 'with', 'us', 'at', 'shares', 'his', 'transformation', 'as', 'a', 'student', 'at', 'and', 'how', 'it', 'shaped', 'him', 'as', 'a', 'business', 'leader']",Dr Daniel Vasella former Chairman amp CEO discussion us shares transformation student shaped business leader,0.0
SanguDelle,Congratulations to my brother @Rockson2 and to the whole team at @mPharmaHealth!! @GoldenPalmVC,7,1,"""""",2019,Congratulations to my brother  and to the whole team at  ,"""""","['Congratulations', 'to', 'my', 'brother', 'and', 'to', 'the', 'whole', 'team', 'at']",Congratulations brother whole team,0.2
ForeignPolicy,"As patients in Africa deal with a fractured pharmacy system and erratic prices, @Rockson2's @mpharmahealth aims to track drug supplies and negotiate lower prices with suppliers. He is one of our 2019 #FPGlobalThinkers.

Read more here: https://t.co/F9ozat24Bo https://t.co/LTovReUiPL",14,6,"""""",2019,"As patients in Africa deal with a fractured pharmacy system and erratic prices s  aims to track drug supplies and negotiate lower prices with suppliers He is one of our 2019 

Read more here  ","""""","['As', 'patients', 'in', 'Africa', 'deal', 'with', 'a', 'fractured', 'pharmacy', 'system', 'and', 'erratic', 'prices', 's', 'aims', 'to', 'track', 'drug', 'supplies', 'and', 'negotiate', 'lower', 'prices', 'with', 'suppliers', 'He', 'is', 'one', 'of', 'our', '2019', 'Read', 'more', 'here']",patients Africa deal fractured pharmacy system erratic prices aims track drug supplies negotiate lower prices suppliers one 2019 Read,0.0
AfricaBiz2020,Ghanaian #healthtech company @mPharmaHealth secures over $9m in Series-B funding https://t.co/vuR5B1IFPi via @ventureburn https://t.co/3BzNLqkYky,0,2,London/Accra,2019,Ghanaian  company  secures over 9m in SeriesB funding  via  ,London/Accra,"['Ghanaian', 'company', 'secures', 'over', '9m', 'in', 'SeriesB', 'funding', 'via']",Ghanaian company secures 9m SeriesB funding via,0.0
thekarmaimpact,"Ratos officially becomes the full owner of TFS International, Ghana’s @mPharmaHealth lands $9.73M to improve drug distribution in emerging markets, and @KoiosMed completes its Series A.

Subscribe and stay ahead with the latest healthcare deal activity: https://t.co/X9jCWSeLcU https://t.co/ZiV8WAMEv6",0,0,"""""",2019,"Ratos officially becomes the full owner of TFS International Ghanas  lands 973M to improve drug distribution in emerging markets and  completes its Series A

Subscribe and stay ahead with the latest healthcare deal activity  ","""""","['Ratos', 'officially', 'becomes', 'the', 'full', 'owner', 'of', 'TFS', 'International', 'Ghanas', 'lands', '973M', 'to', 'improve', 'drug', 'distribution', 'in', 'emerging', 'markets', 'and', 'completes', 'its', 'Series', 'A', 'Subscribe', 'and', 'stay', 'ahead', 'with', 'the', 'latest', 'healthcare', 'deal', 'activity']",Ratos officially becomes full owner TFS International Ghanas lands 973M improve drug distribution emerging markets completes Series Subscribe stay ahead latest healthcare deal activity,0.2833333333333333
Barcamptema,"#MorevimNews: #mPharma, #Ghanaian Healthcare Startup Secures $9.7M In Series B Funding.

CEO Gregory Rockson @Rockson2 once mentored at Barcamp Tema #bctema! Congrats to @mPharmaHealth!

https://t.co/CRTzJ2IEhy",0,1,"Tema, Ghana",2019,"   Healthcare Startup Secures 97M In Series B Funding

CEO Gregory Rockson  once mentored at Barcamp Tema  Congrats to 

","Tema, Ghana","['Healthcare', 'Startup', 'Secures', '97M', 'In', 'Series', 'B', 'Funding', 'CEO', 'Gregory', 'Rockson', 'once', 'mentored', 'at', 'Barcamp', 'Tema', 'Congrats', 'to']",Healthcare Startup Secures 97M Series B Funding CEO Gregory Rockson mentored Barcamp Tema Congrats,0.0
Jonathan_Berman,Congrats @mPharmaHealth .  Leader in emerging market health innovation.,0,0,"""""",2019,Congrats    Leader in emerging market health innovation,"""""","['Congrats', 'Leader', 'in', 'emerging', 'market', 'health', 'innovation']",Congrats Leader emerging market health innovation,0.0
Ventureburn,Ghanaian healthtech company mPharma secures over $9m in Series-B funding (@mPharmaHealth) https://t.co/uDjTUJCxrq,35,23,"Cape Town, South Africa",2019,Ghanaian healthtech company mPharma secures over 9m in SeriesB funding  ,"Cape Town, South Africa","['Ghanaian', 'healthtech', 'company', 'mPharma', 'secures', 'over', '9m', 'in', 'SeriesB', 'funding']",Ghanaian healthtech company mPharma secures 9m SeriesB funding,0.0
anovitske,"Very proud of @SingularityInv investee @mPharmaHealth for its recent $9.7M Series B raise. 👏👏 Congratulations!
https://t.co/icY6BE1eql",9,5,"Lagos, Nigeria",2019,"Very proud of  investee  for its recent 97M Series B raise  Congratulations
","Lagos, Nigeria","['Very', 'proud', 'of', 'investee', 'for', 'its', 'recent', '97M', 'Series', 'B', 'raise', 'Congratulations']",proud investee recent 97M Series B raise Congratulations,0.4
IFRCAfrica,"#Innovation helps us continue to reach the most vulnerable communities across Africa. In #Zimbabwe, we've teamed up with @mpharmahealth to improve access to health care. https://t.co/3jMAdL0kU2 #Bestof2018 https://t.co/kcxVjvcKDs",11,2,"Nairobi, Kenya",2018, helps us continue to reach the most vulnerable communities across Africa In  weve teamed up with  to improve access to health care   ,"Nairobi, Kenya","['helps', 'us', 'continue', 'to', 'reach', 'the', 'most', 'vulnerable', 'communities', 'across', 'Africa', 'In', 'weve', 'teamed', 'up', 'with', 'to', 'improve', 'access', 'to', 'health', 'care']",helps us continue reach vulnerable communities across Africa weve teamed improve access health care,-0.5
hafricangiant,"Five African Startups to Watch featuring @paystack @mPharmaHealth @Workshedafrica @farmartghana &amp; @OMGdigitalhq

➡ https://t.co/FjoxgfgK3i",5,5,"""""",2018,"Five African Startups to Watch featuring     amp 

 ","""""","['Five', 'African', 'Startups', 'to', 'Watch', 'featuring', 'amp']",Five African Startups Watch featuring amp,0.0
James_Barba,Huge congrats to @Rockson2 and team @mPharmaHealth! “Gregory Rockson Is Making Medication Accessible And Affordable In Africa” #ForbesUnder30 https://t.co/ofSklAfmjA,2,1,"Sacramento, CA",2018,Huge congrats to  and team  Gregory Rockson Is Making Medication Accessible And Affordable In Africa  ,"Sacramento, CA","['Huge', 'congrats', 'to', 'and', 'team', 'Gregory', 'Rockson', 'Is', 'Making', 'Medication', 'Accessible', 'And', 'Affordable', 'In', 'Africa']",Huge congrats team Gregory Rockson Making Medication Accessible Affordable Africa,0.38750000000000007
dam_andreasen,"Exciting innovaters among @ForbesUnder30. You got e.g. @Drinkkoia &amp; @ryanpandya (@PerfectDayFoods) rethinking the dairy industry, @embarktrucks with driverless trucks, or @Rockson2 (@mPharmaHealth) making medicine affordable. Great stuff 🙌 @AlexandraNWil https://t.co/99Qaqo9DI9",2,0,"København, Danmark",2018,Exciting innovaters among  You got eg  amp   rethinking the dairy industry  with driverless trucks or   making medicine affordable Great stuff   ,"Kbenhavn, Danmark","['Exciting', 'innovaters', 'among', 'You', 'got', 'eg', 'amp', 'rethinking', 'the', 'dairy', 'industry', 'with', 'driverless', 'trucks', 'or', 'making', 'medicine', 'affordable', 'Great', 'stuff']",Exciting innovaters among got eg amp rethinking dairy industry driverless trucks making medicine affordable Great stuff,0.55
WorldHealthSmt,Success Story: Our first (2015) Startup Track Award winner @mPharmaHealth provides pharmacies in low- and middle-income countries with services and programs that help them compete more effectively in their local communities #accesstomedicines https://t.co/iPETW21xIG,2,1,"Berlin, Germany",2018,Success Story Our first 2015 Startup Track Award winner  provides pharmacies in low and middleincome countries with services and programs that help them compete more effectively in their local communities  ,"Berlin, Germany","['Success', 'Story', 'Our', 'first', '2015', 'Startup', 'Track', 'Award', 'winner', 'provides', 'pharmacies', 'in', 'low', 'and', 'middleincome', 'countries', 'with', 'services', 'and', 'programs', 'that', 'help', 'them', 'compete', 'more', 'effectively', 'in', 'their', 'local', 'communities']",Success Story first 2015 Startup Track Award winner provides pharmacies low middleincome countries services programs help compete effectively local communities,0.1375
glassmanamanda,Entrepreneurship on the Rise in the #Medicines #SupplyChain in Africa: A Tale of Four #Pharmacy Disruptors feat @MaishaMeds @mPharmaHealth @MedSourceLtd @MTIBA_Ke https://t.co/U1FUh4qmeH,3,3,"Washington, DC",2018,Entrepreneurship on the Rise in the   in Africa A Tale of Four  Disruptors feat     ,"Washington, DC","['Entrepreneurship', 'on', 'the', 'Rise', 'in', 'the', 'in', 'Africa', 'A', 'Tale', 'of', 'Four', 'Disruptors', 'feat']",Entrepreneurship Rise Africa Tale Four Disruptors feat,0.0
